,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
28667,28.0,female,Associate,169154.0,5,RENT,7400.0,HOMEIMPROVEMENT,6.03,0.04,6.0,606,No,0
28668,31.0,male,High School,58284.0,8,RENT,10000.0,VENTURE,15.96,0.17,6.0,671,Yes,0
28669,32.0,male,Bachelor,55110.0,11,MORTGAGE,6400.0,MEDICAL,7.49,0.12,9.0,636,No,0
28670,27.0,male,High School,60577.0,6,RENT,12000.0,HOMEIMPROVEMENT,10.37,0.2,6.0,599,Yes,0
28671,32.0,male,Associate,46778.0,12,RENT,6350.0,DEBTCONSOLIDATION,5.79,0.14,8.0,661,Yes,0
28672,35.0,female,Master,108928.0,16,RENT,12000.0,VENTURE,10.99,0.11,9.0,715,No,0
28673,32.0,male,Associate,240779.0,11,RENT,25000.0,VENTURE,10.62,0.1,9.0,620,No,0
28674,27.0,female,Associate,144990.0,6,MORTGAGE,7000.0,PERSONAL,6.76,0.05,7.0,673,No,0
28675,27.0,male,Associate,68303.0,5,RENT,14000.0,PERSONAL,10.65,0.2,10.0,538,Yes,0
28676,30.0,male,Master,13506.0,8,OWN,2400.0,PERSONAL,9.99,0.18,7.0,645,No,1
28677,28.0,male,High School,53456.0,1,RENT,16000.0,PERSONAL,13.48,0.3,5.0,603,No,1
28678,33.0,female,Bachelor,111444.0,14,MORTGAGE,20000.0,PERSONAL,13.06,0.18,9.0,654,No,0
28679,32.0,female,Master,130666.0,11,OWN,5200.0,PERSONAL,14.65,0.04,9.0,733,Yes,0
28680,35.0,female,Associate,300639.0,11,OWN,15000.0,VENTURE,9.88,0.05,9.0,633,No,0
28681,28.0,male,Bachelor,109234.0,8,MORTGAGE,5500.0,HOMEIMPROVEMENT,7.49,0.05,6.0,632,Yes,0
28682,32.0,female,Bachelor,144964.0,8,MORTGAGE,5600.0,VENTURE,10.75,0.04,8.0,661,Yes,0
28683,27.0,male,High School,144731.0,7,MORTGAGE,25000.0,HOMEIMPROVEMENT,16.07,0.17,10.0,650,Yes,0
28684,29.0,male,Bachelor,49079.0,0,RENT,4000.0,PERSONAL,11.01,0.08,8.0,676,No,0
28685,28.0,male,Bachelor,82474.0,6,RENT,15000.0,PERSONAL,13.16,0.18,7.0,642,No,0
28686,34.0,female,Associate,68460.0,8,RENT,5000.0,DEBTCONSOLIDATION,8.9,0.07,5.0,529,Yes,0
28687,32.0,female,Associate,43173.0,7,MORTGAGE,4000.0,DEBTCONSOLIDATION,13.61,0.09,6.0,592,Yes,0
28688,27.0,female,High School,78800.0,3,RENT,12000.0,HOMEIMPROVEMENT,11.01,0.15,7.0,645,Yes,0
28689,30.0,male,Bachelor,62747.0,11,RENT,4500.0,MEDICAL,6.39,0.07,10.0,600,Yes,0
28690,31.0,male,Bachelor,115139.0,10,RENT,2500.0,EDUCATION,13.72,0.02,10.0,611,Yes,0
28691,30.0,female,Bachelor,51433.0,9,RENT,2250.0,EDUCATION,8.88,0.04,7.0,684,Yes,0
28692,27.0,male,Associate,31196.0,6,RENT,8000.0,DEBTCONSOLIDATION,14.84,0.26,5.0,669,No,1
28693,28.0,male,Bachelor,132857.0,8,MORTGAGE,15000.0,EDUCATION,11.01,0.11,5.0,595,Yes,0
28694,30.0,male,High School,84906.0,5,RENT,2000.0,PERSONAL,10.65,0.02,10.0,643,Yes,0
28695,28.0,female,Bachelor,36889.0,6,RENT,3900.0,EDUCATION,11.99,0.11,9.0,660,Yes,0
28696,35.0,male,Bachelor,21858.0,14,RENT,7200.0,EDUCATION,12.36,0.33,5.0,662,No,1
28697,29.0,female,Bachelor,40808.0,3,RENT,5000.0,VENTURE,8.9,0.12,8.0,642,Yes,0
28698,27.0,female,Associate,51288.0,6,RENT,3000.0,VENTURE,11.01,0.06,8.0,634,No,0
28699,32.0,male,Associate,100785.0,10,RENT,9350.0,EDUCATION,11.01,0.09,6.0,645,Yes,0
28700,27.0,male,Bachelor,85379.0,5,RENT,20000.0,PERSONAL,11.48,0.23,8.0,677,Yes,0
28701,27.0,female,Master,38572.0,8,MORTGAGE,12300.0,HOMEIMPROVEMENT,12.53,0.32,8.0,664,Yes,0
28702,28.0,male,Associate,29910.0,7,MORTGAGE,1500.0,PERSONAL,7.14,0.05,6.0,576,No,0
28703,33.0,male,High School,44664.0,11,MORTGAGE,8500.0,PERSONAL,11.01,0.19,8.0,660,No,0
28704,27.0,female,Associate,38179.0,3,RENT,2600.0,MEDICAL,14.74,0.07,5.0,619,No,1
28705,28.0,male,High School,37079.0,5,RENT,12000.0,DEBTCONSOLIDATION,5.42,0.32,6.0,574,No,1
28706,35.0,male,High School,38321.0,11,MORTGAGE,15000.0,VENTURE,13.16,0.39,9.0,637,Yes,0
28707,27.0,male,Bachelor,132710.0,2,RENT,18000.0,MEDICAL,9.91,0.14,5.0,644,No,0
28708,28.0,male,High School,36703.0,5,RENT,14800.0,MEDICAL,11.14,0.4,7.0,631,No,1
28709,27.0,male,Bachelor,106781.0,8,RENT,9000.0,VENTURE,6.91,0.08,8.0,621,No,0
28710,34.0,male,Bachelor,41616.0,13,RENT,8000.0,DEBTCONSOLIDATION,17.49,0.19,5.0,643,No,1
28711,32.0,male,Associate,42950.0,11,RENT,5500.0,PERSONAL,11.49,0.13,5.0,682,Yes,0
28712,28.0,male,Bachelor,48685.0,4,RENT,10500.0,EDUCATION,14.27,0.22,6.0,670,Yes,0
28713,31.0,male,Associate,25538.0,7,MORTGAGE,1000.0,DEBTCONSOLIDATION,6.76,0.04,5.0,576,Yes,0
28714,34.0,female,Bachelor,42842.0,11,RENT,8000.0,EDUCATION,11.01,0.19,10.0,622,Yes,0
28715,28.0,female,Bachelor,30920.0,10,RENT,12000.0,EDUCATION,9.83,0.39,6.0,657,No,1
28716,27.0,male,Bachelor,62433.0,4,OWN,18000.0,VENTURE,7.49,0.29,6.0,570,No,0
28717,29.0,female,Master,65908.0,4,MORTGAGE,14800.0,VENTURE,15.31,0.22,5.0,593,No,1
28718,27.0,female,Associate,52483.0,7,RENT,10000.0,MEDICAL,7.49,0.19,6.0,691,Yes,0
28719,31.0,male,Bachelor,75373.0,8,MORTGAGE,6550.0,MEDICAL,5.79,0.09,10.0,701,No,0
28720,30.0,male,High School,65692.0,7,MORTGAGE,5000.0,DEBTCONSOLIDATION,12.61,0.08,9.0,590,No,1
28721,35.0,female,Bachelor,36929.0,12,RENT,3000.0,VENTURE,10.65,0.08,8.0,673,No,0
28722,28.0,male,High School,68110.0,8,RENT,20000.0,DEBTCONSOLIDATION,18.25,0.29,10.0,597,No,1
28723,28.0,female,Master,48003.0,7,RENT,3600.0,MEDICAL,16.29,0.07,8.0,660,No,1
28724,31.0,male,High School,37662.0,10,RENT,20200.0,PERSONAL,14.74,0.54,8.0,604,No,1
28725,27.0,male,Bachelor,53646.0,7,MORTGAGE,6400.0,EDUCATION,13.85,0.12,10.0,712,No,0
28726,33.0,male,Master,72295.0,12,MORTGAGE,3000.0,PERSONAL,10.38,0.04,5.0,673,Yes,0
28727,30.0,male,Associate,166437.0,9,MORTGAGE,23975.0,EDUCATION,17.93,0.14,6.0,557,No,1
28728,33.0,female,Doctorate,49123.0,10,RENT,11175.0,EDUCATION,14.96,0.23,5.0,705,No,0
28729,28.0,female,High School,121024.0,4,MORTGAGE,8000.0,EDUCATION,13.98,0.07,6.0,649,Yes,0
28730,29.0,male,Bachelor,145031.0,8,OWN,5000.0,PERSONAL,14.09,0.03,5.0,630,No,0
28731,32.0,female,Bachelor,145029.0,6,MORTGAGE,2000.0,EDUCATION,11.01,0.01,10.0,669,No,0
28732,33.0,female,Bachelor,150923.0,12,MORTGAGE,20000.0,DEBTCONSOLIDATION,7.88,0.13,7.0,697,Yes,0
28733,33.0,male,Master,163129.0,11,OWN,6275.0,HOMEIMPROVEMENT,6.91,0.04,7.0,684,Yes,0
28734,30.0,male,Master,162952.0,7,RENT,25000.0,VENTURE,15.21,0.15,9.0,591,Yes,0
28735,33.0,female,Associate,481043.0,12,MORTGAGE,15000.0,MEDICAL,6.03,0.03,6.0,618,Yes,0
28736,34.0,male,Bachelor,91523.0,16,RENT,19200.0,EDUCATION,16.77,0.21,7.0,666,No,1
28737,29.0,female,Master,30887.0,7,RENT,4000.0,DEBTCONSOLIDATION,5.42,0.13,10.0,611,No,0
28738,27.0,male,High School,164028.0,4,MORTGAGE,5000.0,PERSONAL,6.17,0.03,6.0,644,Yes,0
28739,29.0,female,Bachelor,119561.0,6,RENT,12500.0,DEBTCONSOLIDATION,11.01,0.1,10.0,642,No,0
28740,29.0,male,High School,58560.0,5,MORTGAGE,4500.0,MEDICAL,5.42,0.08,7.0,674,Yes,0
28741,27.0,female,Bachelor,72636.0,4,RENT,10000.0,VENTURE,13.22,0.14,7.0,649,Yes,0
28742,33.0,female,Bachelor,78195.0,13,MORTGAGE,3200.0,EDUCATION,5.42,0.04,8.0,609,Yes,0
28743,33.0,female,Bachelor,90955.0,11,MORTGAGE,12000.0,EDUCATION,11.01,0.13,10.0,588,Yes,0
28744,31.0,female,High School,94503.0,7,MORTGAGE,5000.0,DEBTCONSOLIDATION,11.01,0.05,7.0,581,No,1
28745,33.0,male,High School,205028.0,10,OWN,21000.0,MEDICAL,14.26,0.1,9.0,637,Yes,0
28746,28.0,male,High School,84015.0,3,MORTGAGE,20000.0,DEBTCONSOLIDATION,14.91,0.24,5.0,658,No,1
28747,27.0,male,Master,29801.0,4,RENT,2800.0,VENTURE,10.95,0.09,10.0,575,Yes,0
28748,31.0,male,Associate,103201.0,11,RENT,18500.0,MEDICAL,7.51,0.18,7.0,667,No,1
28749,33.0,male,Associate,148082.0,7,RENT,12000.0,EDUCATION,11.83,0.08,10.0,691,Yes,0
28750,28.0,male,Bachelor,30071.0,5,RENT,8875.0,EDUCATION,10.65,0.3,7.0,682,No,1
28751,27.0,male,High School,24045.0,6,MORTGAGE,1400.0,DEBTCONSOLIDATION,16.77,0.06,6.0,553,No,1
28752,28.0,female,High School,63596.0,7,MORTGAGE,13600.0,DEBTCONSOLIDATION,7.88,0.21,5.0,659,Yes,0
28753,27.0,male,Bachelor,59693.0,2,RENT,4000.0,VENTURE,10.59,0.07,5.0,690,Yes,0
28754,29.0,female,Bachelor,67897.0,6,RENT,7000.0,HOMEIMPROVEMENT,10.28,0.1,6.0,670,Yes,0
28755,35.0,male,Associate,48940.0,11,OWN,5000.0,MEDICAL,6.92,0.1,7.0,658,Yes,0
28756,27.0,male,High School,53928.0,6,MORTGAGE,10000.0,MEDICAL,6.92,0.19,6.0,668,Yes,0
28757,28.0,male,Bachelor,61106.0,4,MORTGAGE,8000.0,PERSONAL,5.99,0.13,6.0,594,Yes,0
28758,29.0,female,Associate,74773.0,6,MORTGAGE,10000.0,MEDICAL,18.09,0.13,9.0,604,No,1
28759,27.0,female,Associate,25049.0,3,RENT,8000.0,VENTURE,11.89,0.32,6.0,554,No,1
28760,29.0,male,Master,49250.0,8,MORTGAGE,8000.0,DEBTCONSOLIDATION,8.59,0.16,9.0,690,Yes,0
28761,30.0,male,Bachelor,65879.0,6,RENT,5000.0,HOMEIMPROVEMENT,15.13,0.08,7.0,582,No,1
28762,29.0,male,High School,58151.0,5,RENT,10000.0,VENTURE,7.51,0.17,10.0,658,Yes,0
28763,35.0,female,Associate,109242.0,8,RENT,11000.0,DEBTCONSOLIDATION,11.99,0.1,10.0,647,No,0
28764,28.0,male,High School,46622.0,4,RENT,3200.0,PERSONAL,9.63,0.07,9.0,638,Yes,0
28765,29.0,female,Master,39950.0,4,MORTGAGE,10625.0,DEBTCONSOLIDATION,11.01,0.27,8.0,599,No,0
28766,27.0,male,High School,118419.0,3,RENT,10000.0,VENTURE,6.54,0.08,7.0,664,Yes,0
28767,30.0,female,Bachelor,12477.0,10,RENT,1500.0,DEBTCONSOLIDATION,12.73,0.12,9.0,647,No,1
28768,31.0,female,High School,72977.0,13,RENT,25000.0,EDUCATION,8.9,0.34,7.0,685,No,1
28769,30.0,female,Associate,60914.0,10,RENT,2000.0,DEBTCONSOLIDATION,14.79,0.03,6.0,666,Yes,0
28770,28.0,female,Master,725550.0,4,MORTGAGE,25000.0,PERSONAL,9.01,0.03,9.0,604,No,1
28771,29.0,male,Associate,87392.0,11,RENT,15900.0,DEBTCONSOLIDATION,13.04,0.18,10.0,678,Yes,0
28772,27.0,female,Associate,73144.0,4,RENT,1800.0,EDUCATION,11.46,0.02,8.0,658,Yes,0
28773,30.0,female,Bachelor,145329.0,8,MORTGAGE,11000.0,EDUCATION,6.03,0.08,9.0,651,Yes,0
28774,29.0,female,Bachelor,111433.0,4,MORTGAGE,10000.0,MEDICAL,9.63,0.09,9.0,633,Yes,0
28775,31.0,male,Bachelor,30019.0,10,RENT,6000.0,EDUCATION,8.49,0.2,5.0,648,Yes,0
28776,31.0,male,Associate,94594.0,11,RENT,14000.0,EDUCATION,9.63,0.15,5.0,661,Yes,0
28777,33.0,male,Bachelor,60840.0,10,RENT,9000.0,HOMEIMPROVEMENT,7.51,0.15,9.0,607,Yes,0
28778,30.0,female,High School,94714.0,7,MORTGAGE,26000.0,MEDICAL,15.96,0.27,5.0,664,Yes,0
28779,31.0,male,High School,61259.0,8,RENT,12000.0,DEBTCONSOLIDATION,6.03,0.2,6.0,612,Yes,0
28780,28.0,female,Associate,67497.0,7,OWN,18000.0,MEDICAL,7.9,0.27,10.0,645,No,0
28781,29.0,male,Master,110964.0,11,MORTGAGE,10000.0,EDUCATION,11.26,0.09,8.0,612,Yes,0
28782,27.0,female,Bachelor,35706.0,3,RENT,3000.0,EDUCATION,7.88,0.08,7.0,665,No,1
28783,27.0,male,Master,42904.0,3,RENT,10000.0,EDUCATION,9.88,0.23,9.0,597,Yes,0
28784,29.0,female,High School,108928.0,8,MORTGAGE,6000.0,PERSONAL,13.98,0.06,10.0,660,Yes,0
28785,30.0,male,Associate,360919.0,7,OWN,35000.0,VENTURE,10.59,0.1,5.0,658,No,0
28786,31.0,female,Master,68202.0,9,MORTGAGE,8000.0,MEDICAL,8.59,0.12,6.0,627,Yes,0
28787,34.0,male,Associate,36765.0,11,MORTGAGE,18000.0,DEBTCONSOLIDATION,12.84,0.49,5.0,635,No,0
28788,32.0,male,High School,58521.0,10,RENT,3600.0,VENTURE,6.92,0.06,6.0,587,Yes,0
28789,28.0,male,High School,58545.0,6,MORTGAGE,5000.0,MEDICAL,15.27,0.09,8.0,711,No,1
28790,34.0,male,Bachelor,59476.0,14,OWN,2400.0,HOMEIMPROVEMENT,7.14,0.04,7.0,710,Yes,0
28791,27.0,male,Associate,69894.0,4,OWN,15000.0,MEDICAL,11.99,0.21,10.0,642,No,0
28792,28.0,male,Master,72697.0,7,MORTGAGE,15000.0,EDUCATION,11.99,0.21,5.0,618,Yes,0
28793,35.0,male,Master,31466.0,12,RENT,1400.0,VENTURE,8.49,0.04,7.0,686,No,0
28794,29.0,female,Bachelor,57581.0,3,RENT,5100.0,MEDICAL,11.86,0.09,7.0,651,Yes,0
28795,33.0,female,High School,48626.0,11,MORTGAGE,3000.0,PERSONAL,7.37,0.06,9.0,589,Yes,0
28796,34.0,female,Bachelor,576874.0,12,MORTGAGE,14000.0,PERSONAL,14.61,0.02,9.0,698,No,0
28797,28.0,male,High School,73039.0,5,RENT,4600.0,DEBTCONSOLIDATION,7.88,0.06,8.0,620,No,0
28798,27.0,female,Bachelor,42073.0,6,RENT,5000.0,EDUCATION,13.79,0.12,9.0,702,No,0
28799,29.0,female,Bachelor,36915.0,7,MORTGAGE,6000.0,HOMEIMPROVEMENT,5.79,0.16,6.0,555,Yes,0
28800,28.0,female,Bachelor,58629.0,6,RENT,4000.0,PERSONAL,14.35,0.07,10.0,704,No,0
28801,29.0,female,High School,89970.0,7,RENT,16000.0,EDUCATION,13.11,0.18,6.0,624,No,1
28802,29.0,female,High School,108497.0,4,OWN,8000.0,EDUCATION,13.23,0.07,5.0,528,Yes,0
28803,28.0,female,High School,78460.0,8,MORTGAGE,5000.0,MEDICAL,8.94,0.06,9.0,584,No,1
28804,32.0,female,Bachelor,90928.0,7,MORTGAGE,2000.0,VENTURE,15.65,0.02,10.0,636,Yes,0
28805,29.0,male,High School,22504.0,3,RENT,6400.0,DEBTCONSOLIDATION,10.37,0.28,6.0,686,No,1
28806,32.0,female,Associate,289058.0,6,MORTGAGE,8400.0,MEDICAL,7.51,0.03,6.0,551,Yes,0
28807,29.0,male,Associate,59558.0,6,MORTGAGE,11050.0,VENTURE,5.42,0.19,6.0,683,No,0
28808,31.0,male,High School,150808.0,11,MORTGAGE,24000.0,VENTURE,8.49,0.16,7.0,616,No,0
28809,27.0,male,High School,53454.0,5,MORTGAGE,6000.0,EDUCATION,13.23,0.11,6.0,609,No,1
28810,27.0,male,Associate,53629.0,6,RENT,13650.0,EDUCATION,10.65,0.25,7.0,550,No,1
28811,30.0,female,Master,29757.0,6,MORTGAGE,7000.0,MEDICAL,6.62,0.24,9.0,639,No,0
28812,31.0,male,High School,65822.0,8,MORTGAGE,15000.0,HOMEIMPROVEMENT,8.49,0.23,5.0,624,No,1
28813,27.0,male,Associate,159477.0,3,RENT,20000.0,DEBTCONSOLIDATION,12.73,0.13,10.0,582,Yes,0
28814,33.0,female,Bachelor,29793.0,9,RENT,10000.0,MEDICAL,8.9,0.34,10.0,664,No,1
28815,27.0,female,Master,59794.0,2,MORTGAGE,8500.0,MEDICAL,10.59,0.14,10.0,688,No,0
28816,33.0,male,Bachelor,146015.0,9,MORTGAGE,15200.0,DEBTCONSOLIDATION,13.61,0.1,7.0,634,Yes,0
28817,34.0,female,Master,72968.0,9,RENT,10000.0,MEDICAL,13.57,0.14,6.0,669,Yes,0
28818,28.0,male,High School,68261.0,4,RENT,8400.0,MEDICAL,7.51,0.12,10.0,598,No,1
28819,29.0,female,Associate,216931.0,10,MORTGAGE,20000.0,VENTURE,11.01,0.09,6.0,586,Yes,0
28820,27.0,male,Master,102035.0,5,RENT,12000.0,MEDICAL,13.16,0.12,5.0,691,Yes,0
28821,31.0,female,High School,83868.0,11,RENT,16000.0,HOMEIMPROVEMENT,5.99,0.19,9.0,604,Yes,0
28822,29.0,female,High School,54035.0,9,RENT,16000.0,EDUCATION,11.01,0.3,8.0,595,No,1
28823,31.0,male,High School,60688.0,11,MORTGAGE,4800.0,DEBTCONSOLIDATION,6.03,0.08,7.0,634,Yes,0
28824,31.0,female,Master,24840.0,9,OWN,5000.0,PERSONAL,11.83,0.2,7.0,575,No,0
28825,27.0,female,Bachelor,77887.0,6,RENT,5000.0,DEBTCONSOLIDATION,12.99,0.06,8.0,656,Yes,0
28826,30.0,male,Associate,116206.0,6,MORTGAGE,17000.0,HOMEIMPROVEMENT,10.62,0.15,10.0,612,Yes,0
28827,31.0,male,High School,229019.0,8,MORTGAGE,24000.0,DEBTCONSOLIDATION,11.01,0.1,6.0,537,Yes,0
28828,29.0,female,High School,143194.0,5,MORTGAGE,3500.0,HOMEIMPROVEMENT,13.49,0.02,5.0,546,Yes,0
28829,32.0,male,Master,120644.0,11,RENT,14400.0,DEBTCONSOLIDATION,13.35,0.12,5.0,718,No,0
28830,28.0,male,Bachelor,139091.0,5,MORTGAGE,18500.0,EDUCATION,11.01,0.13,9.0,677,No,0
28831,30.0,female,Bachelor,59606.0,7,RENT,5000.0,PERSONAL,15.31,0.08,7.0,665,No,1
28832,27.0,male,Bachelor,94941.0,3,OWN,35000.0,MEDICAL,17.99,0.37,7.0,584,No,1
28833,31.0,female,Associate,116167.0,11,MORTGAGE,9600.0,MEDICAL,5.99,0.08,5.0,567,No,0
28834,31.0,male,Master,70355.0,7,MORTGAGE,8875.0,HOMEIMPROVEMENT,11.01,0.13,5.0,627,Yes,0
28835,29.0,male,Master,117295.0,9,OWN,12000.0,MEDICAL,11.83,0.1,7.0,593,No,0
28836,27.0,male,Associate,83631.0,5,MORTGAGE,4000.0,EDUCATION,11.49,0.05,8.0,640,No,1
28837,34.0,female,Master,88552.0,12,MORTGAGE,20675.0,PERSONAL,11.01,0.23,9.0,646,No,0
28838,27.0,female,High School,51460.0,5,RENT,10000.0,EDUCATION,11.01,0.19,8.0,675,Yes,0
28839,28.0,male,Associate,26136.0,5,RENT,6250.0,DEBTCONSOLIDATION,7.9,0.24,8.0,645,Yes,0
28840,29.0,male,Associate,83796.0,9,OWN,6000.0,MEDICAL,11.12,0.07,8.0,685,No,0
28841,33.0,female,Master,46051.0,10,RENT,4400.0,PERSONAL,11.71,0.1,8.0,689,Yes,0
28842,30.0,male,Bachelor,72786.0,9,OWN,20000.0,EDUCATION,6.17,0.27,9.0,477,Yes,0
28843,27.0,male,High School,74462.0,4,MORTGAGE,5000.0,MEDICAL,11.86,0.07,5.0,634,No,1
28844,33.0,female,Associate,98306.0,12,MORTGAGE,7500.0,VENTURE,10.08,0.08,9.0,677,Yes,0
28845,34.0,male,Bachelor,37114.0,10,RENT,4200.0,MEDICAL,5.79,0.11,8.0,659,Yes,0
28846,30.0,female,Associate,60756.0,6,OWN,5000.0,HOMEIMPROVEMENT,5.99,0.08,10.0,685,No,0
28847,33.0,male,Master,65639.0,12,RENT,10000.0,PERSONAL,10.99,0.15,6.0,707,Yes,0
28848,33.0,female,Bachelor,105363.0,10,MORTGAGE,5000.0,PERSONAL,14.96,0.05,6.0,612,Yes,0
28849,27.0,female,Bachelor,99850.0,3,MORTGAGE,11100.0,DEBTCONSOLIDATION,8.94,0.11,7.0,652,Yes,0
28850,28.0,female,High School,75549.0,6,RENT,13400.0,DEBTCONSOLIDATION,13.06,0.18,6.0,526,Yes,0
28851,33.0,female,High School,54005.0,10,RENT,2725.0,MEDICAL,12.18,0.05,6.0,575,No,1
28852,35.0,female,Master,34533.0,9,RENT,9600.0,DEBTCONSOLIDATION,13.57,0.28,6.0,609,No,1
28853,27.0,female,Bachelor,180796.0,1,OWN,10000.0,EDUCATION,8.59,0.06,9.0,571,Yes,0
28854,34.0,female,Bachelor,73259.0,11,RENT,8500.0,PERSONAL,10.65,0.12,8.0,464,Yes,0
28855,31.0,female,Doctorate,51176.0,11,OWN,7200.0,HOMEIMPROVEMENT,9.99,0.14,8.0,658,Yes,0
28856,28.0,female,Bachelor,80191.0,6,MORTGAGE,6500.0,VENTURE,5.79,0.08,9.0,624,No,0
28857,32.0,male,Associate,35996.0,7,MORTGAGE,10000.0,MEDICAL,15.95,0.28,9.0,680,No,1
28858,34.0,male,High School,48842.0,11,RENT,5000.0,EDUCATION,12.53,0.1,5.0,641,Yes,0
28859,28.0,female,Bachelor,75731.0,4,MORTGAGE,3800.0,EDUCATION,6.62,0.05,6.0,569,No,0
28860,34.0,male,Bachelor,37887.0,13,RENT,10000.0,DEBTCONSOLIDATION,10.37,0.26,10.0,704,No,1
28861,32.0,male,Associate,36362.0,12,MORTGAGE,7000.0,EDUCATION,10.0,0.19,7.0,693,No,1
28862,31.0,male,Master,36948.0,8,RENT,6600.0,VENTURE,16.49,0.18,6.0,643,No,1
28863,31.0,male,Associate,93236.0,10,MORTGAGE,10000.0,HOMEIMPROVEMENT,14.65,0.11,6.0,626,Yes,0
28864,28.0,male,Master,59379.0,3,RENT,12000.0,DEBTCONSOLIDATION,12.87,0.2,5.0,627,Yes,0
28865,28.0,male,Associate,96382.0,6,MORTGAGE,16425.0,PERSONAL,7.9,0.17,10.0,535,Yes,0
28866,28.0,female,Bachelor,97058.0,10,MORTGAGE,21000.0,EDUCATION,11.36,0.22,10.0,538,Yes,0
28867,28.0,female,Associate,90767.0,5,MORTGAGE,15250.0,DEBTCONSOLIDATION,11.34,0.17,7.0,671,No,0
28868,30.0,female,High School,37818.0,9,RENT,11200.0,MEDICAL,11.99,0.3,8.0,700,No,1
28869,35.0,female,Master,64995.0,13,MORTGAGE,10000.0,HOMEIMPROVEMENT,9.91,0.15,9.0,597,No,0
28870,30.0,female,Associate,67571.0,9,MORTGAGE,1000.0,MEDICAL,11.01,0.01,7.0,551,Yes,0
28871,28.0,male,Associate,58564.0,8,RENT,2000.0,VENTURE,14.96,0.03,5.0,649,No,0
28872,35.0,male,Master,58777.0,15,RENT,17000.0,EDUCATION,7.88,0.29,8.0,560,No,1
28873,33.0,female,Associate,64396.0,12,RENT,2500.0,DEBTCONSOLIDATION,9.99,0.04,7.0,697,Yes,0
28874,35.0,female,Bachelor,40197.0,13,RENT,4800.0,HOMEIMPROVEMENT,13.23,0.12,8.0,683,No,1
28875,34.0,male,Master,162978.0,13,RENT,20000.0,VENTURE,17.74,0.12,5.0,652,Yes,0
28876,33.0,male,Bachelor,138916.0,11,MORTGAGE,25000.0,PERSONAL,11.86,0.18,10.0,612,Yes,0
28877,29.0,male,Bachelor,82658.0,4,RENT,18000.0,MEDICAL,10.0,0.22,10.0,640,Yes,0
28878,27.0,male,Bachelor,47027.0,5,MORTGAGE,4500.0,VENTURE,9.99,0.1,7.0,672,Yes,0
28879,28.0,male,Associate,100114.0,6,RENT,11000.0,VENTURE,16.35,0.11,8.0,692,Yes,0
28880,29.0,female,Associate,58649.0,7,RENT,10000.0,VENTURE,10.62,0.17,10.0,668,No,0
28881,31.0,male,Master,29658.0,8,RENT,3000.0,PERSONAL,7.49,0.1,8.0,640,Yes,0
28882,35.0,male,Master,240764.0,12,RENT,5000.0,MEDICAL,11.01,0.02,10.0,637,Yes,0
28883,30.0,male,Associate,47953.0,3,RENT,2300.0,MEDICAL,8.59,0.05,6.0,491,Yes,0
28884,32.0,female,High School,127887.0,6,MORTGAGE,10000.0,VENTURE,11.01,0.08,9.0,648,No,0
28885,29.0,male,High School,111447.0,9,MORTGAGE,12000.0,HOMEIMPROVEMENT,6.62,0.11,8.0,623,No,0
28886,30.0,male,Associate,56285.0,9,RENT,5000.0,VENTURE,11.01,0.09,7.0,602,Yes,0
28887,35.0,male,Bachelor,148799.0,14,RENT,25000.0,HOMEIMPROVEMENT,17.19,0.17,6.0,690,No,1
28888,28.0,female,Associate,65505.0,6,RENT,1800.0,MEDICAL,11.01,0.03,8.0,571,No,0
28889,35.0,female,High School,79880.0,12,MORTGAGE,3000.0,EDUCATION,6.03,0.04,10.0,596,Yes,0
28890,28.0,male,Associate,77729.0,5,RENT,10000.0,PERSONAL,11.66,0.13,5.0,632,Yes,0
28891,29.0,male,Bachelor,51189.0,8,RENT,18000.0,VENTURE,14.65,0.35,8.0,665,No,1
28892,33.0,male,Master,169229.0,12,MORTGAGE,9600.0,DEBTCONSOLIDATION,6.91,0.06,5.0,525,Yes,0
28893,32.0,female,Associate,53157.0,10,RENT,1500.0,PERSONAL,11.01,0.03,10.0,676,No,0
28894,34.0,female,Bachelor,43400.0,10,MORTGAGE,9000.0,EDUCATION,13.47,0.21,8.0,644,Yes,0
28895,34.0,female,Master,60905.0,11,MORTGAGE,4000.0,DEBTCONSOLIDATION,8.9,0.07,7.0,721,No,0
28896,34.0,female,High School,62841.0,12,MORTGAGE,3500.0,HOMEIMPROVEMENT,11.49,0.06,7.0,618,Yes,0
28897,28.0,female,High School,74000.0,6,MORTGAGE,12000.0,PERSONAL,6.03,0.16,5.0,666,Yes,0
28898,32.0,female,Associate,61097.0,10,RENT,2500.0,MEDICAL,13.49,0.04,10.0,557,Yes,0
28899,28.0,female,Associate,59834.0,3,RENT,15000.0,MEDICAL,14.09,0.25,5.0,626,No,1
28900,34.0,male,Associate,270864.0,12,MORTGAGE,3000.0,DEBTCONSOLIDATION,13.35,0.01,7.0,628,No,0
28901,34.0,female,Bachelor,90615.0,11,MORTGAGE,3000.0,VENTURE,7.9,0.03,8.0,657,No,0
28902,31.0,male,Associate,62641.0,8,RENT,19000.0,HOMEIMPROVEMENT,14.83,0.3,10.0,652,No,1
